"成都
Chengdu","大邑县
Dayi County",否 No,"公立医院
Public Hospitals",门诊 OP/住院 IP,"成都大邑县人民医院
Chengdu Dayi County People’s Hospital","糖尿病、风湿免疫科
Glycuresis, Rheumatology","成都市大邑县晋原镇北街323号
323 North Street, Jinyuan Town, Dayi County, Chengdu","早上 8:00 至 12:00，下午 2:00 至 5:00
8:00 am - 12:00 pm, 2:00 pm - 5:00 pm","休息
Closed",028-88221837 (罗科长),,,,有妇产科和儿科。OB/GYN and pediatrics are available.,http://www.dyxrmyy.com/
"成都
Chengdu","武侯区
Wuhou District",否 No,"齿科诊所
Dental Clinic",齿科 Dental,"亚非牙科 - 大世界店
Yafei Dental - Dashijie Clinic",齿科 Dental,"成都市武侯区新光路1号观南上域5号楼301
301 Building 5, Guannan Shangyu, 1 Xinguang Road, Wuhou District, Chengdu","早上 9:00 至 晚上 7:00
9:00 am - 7:00 pm","早上 9:00 至 晚上 7:00
9:00 am - 7:00 pm",4006-520-330,,英语/English,,请提前预约。Please make appointment in advance.,
"成都
Chengdu","武侯区
Wuhou District",否 No,"齿科诊所
Dental Clinic",齿科 Dental,"亚非牙科 - 双楠店
Yafei Dental - Shuangnan Clinic",齿科 Dental,"成都市武侯区双楠路9号置信广场4楼
4F Zhixin Plaza, 9 Shuangnan Road, Wuhou District, Chengdu","早上 9:00 至 晚上 7:00
9:00 am - 7:00 pm","早上 9:00 至 晚上 7:00
9:00 am - 7:00 pm",4006-520-330,,英语/English,,请提前预约。Please make appointment in advance.,
"成都
Chengdu","青羊区
Qingyang District",否 No,"齿科诊所
Dental Clinic",齿科 Dental,"亚非牙科 - 过街楼店
Yafei Dental - Guojielou Clinic",齿科 Dental,"成都市青羊区过街楼街32号
 32 Guojielou Street, Qingyang District, Chengdu","早上 9:00 至 晚上 7:00
9:00 am - 7:00 pm","早上 9:00 至 晚上 7:00
9:00 am - 7:00 pm",4006-520-330,,英语/English,,请提前预约。Please make appointment in advance.,
"成都
Chengdu","青羊区
Qingyang District",否 No,"齿科诊所
Dental Clinic",齿科 Dental,"亚非牙科 - 君悦店
Yafei Dental - Junyue Clinic",齿科 Dental,"成都市青羊区清江西路51号中大君悦广场3楼
3F Zhongda Junyue Plaza, 51 West Qingjiang Road, Qingyang District, Chengdu","早上 9:00 至 晚上 7:00
9:00 am - 7:00 pm","早上 9:00 至 晚上 7:00
9:00 am - 7:00 pm",4006-520-330,,英语/English,,请提前预约。Please make appointment in advance.,
"成都
Chengdu","青羊区
Qingyang District",否 No,"齿科诊所
Dental Clinic",齿科 Dental,"亚非牙科 - 骡马市旗舰店
Yafei Dental - Luomashi Clinic",齿科 Dental,"成都市青羊区青龙街18号罗马国际大厦裙楼2、3楼2F/3F
Annex of Roman International Building, 18 Qinglong Street, Qingyang District, Chengdu","早上 9:00 至 晚上 7:00
9:00 am - 7:00 pm","早上 9:00 至 晚上 7:00
9:00 am - 7:00 pm",4006-520-330,,英语/English,,请提前预约。Please make appointment in advance.,
"成都
Chengdu","锦江区
Jinjiang District",否 No,"齿科诊所
Dental Clinic",齿科 Dental,"成都锦江拜尔口腔门诊部
Chengdu Jinjiang Ibyer Dental Clinic",齿科 Dental,"成都市锦江区宏济新路485号
485 Hongjixin Road, Jinjiang District, Chengdu","早上 9:00 至 下午 6:00
9:00 am - 6:00 pm","早上 9:00 至 下午 6:00
9:00 am - 6:00 pm",028-86954888,,英语/English,,请提前预约。Please make appointment in advance.,
"成都
Chengdu","锦江区
Jinjiang District",否 No,"齿科诊所
Dental Clinic",齿科 Dental,"亚非牙科 - 晶蓝店
Yafei Dental - Jinglan Clinic",齿科 Dental,"成都市锦江区宏顺街147、151号
147&151 Hongshun Street, Jinjiang District, Chengdu","早上 9:00 至 晚上 7:00
9:00 am - 7:00 pm","早上 9:00 至 晚上 7:00
9:00 am - 7:00 pm",4006-520-330,,英语/English,,请提前预约。Please make appointment in advance.,
"大连
Dalian","沙河口区
Shahekou District",否 No,"体检机构
Wellness Checkup",体检 Checkup,"美年大健康星海二分院
Meinian Health Xinghai Second Clinic",体检中心 Physical Checkup,"大连市沙河口区中山路592-3号B座
Block B, 592-3 Zhongshan Road, Shahekou District, Dalian","早上 7:30 至 11:00，下午 1:00 至 4:00
7:30 am - 11:00 am, 1:00 pm - 4:00 pm","周六：早上 7:00 至 11:30
周日休息
Saturday: 7:00 am - 11:30 am
Sunday is closed.","021-22139213 (转 8308)
15000583416 (褚佳云)",,英语/English,,"1. 请您在预约时告知您是招商信诺会员，可享受招商信诺套餐。Please inform the hotline center/contact person that you are Cigna & CMB member when making appointment, so that you can enjoy Cigna & CMB package.
2.预约时间：周一至周日，中文预约早上7:30至晚上9:00，英文预约早上9:00至下午5:00。Appointment time: Monday to Sunday,7:30am to 9:00pm for Chinese service, 9:00am to 5:00pm for English service.
3. 中文服务请提前3天预约，英文服务请提前1周预约。For Chinese service, please make appointment three days in advance. For English service, please make appointment one week in advance.
自2018年7月1日起，低于或等于1000元套餐，不再免费提供英文报告。
From July 1st. 2018, the package is less than RMB1000 (include RMB1000), there will be no English report.
zhangxiuyuan.sh@meinian.cn",
"大连
Dalian","甘井子区
Ganjingzi District",否 No,"体检机构
Wellness Checkup",体检 Checkup,"美年大健康第五郡分院
Meinian Health Diwujun Clinic",体检中心 Physical Checkup,"大连市甘井子区虹霞路150号
150 Hongxia Road, Ganjingzi District, Dalian","早上 7:30 至 11:00，下午 1:00 至 4:00
7:30 am - 11:00 am, 1:00 pm - 4:00 pm","周六：早上 7:00 至 11:30
周日休息
Saturday: 7:00 am - 11:30 am
Sunday is closed.","021-22139213 (转 8308)
15000583416 (褚佳云)",,英语/English,,"1. 请您在预约时告知您是招商信诺会员，可享受招商信诺套餐。Please inform the hotline center/contact person that you are Cigna & CMB member when making appointment, so that you can enjoy Cigna & CMB package.
2.预约时间：周一至周日，中文预约早上7:30至晚上9:00，英文预约早上9:00至下午5:00。Appointment time: Monday to Sunday,7:30am to 9:00pm for Chinese service, 9:00am to 5:00pm for English service.
3. 中文服务请提前3天预约，英文服务请提前1周预约。For Chinese service, please make appointment three days in advance. For English service, please make appointment one week in advance.
自2018年7月1日起，低于或等于1000元套餐，不再免费提供英文报告。
From July 1st. 2018, the package is less than RMB1000 (include RMB1000), there will be no English report.
zhangxiuyuan.sh@meinian.cn",
"大连
Dalian","中山区
Zhongshan District",否 No,"私立医疗机构
Private Providers","门诊 OP/
体检 Checkup","大连维特奥南山路诊所/大连维特奥体检中心
Vitup Nanshan Road Clinic & Dalian Vitup Checkup Center","内科、体检
Internal Medicine, Health Checkup","大连中山区南山路108-1号
108-1 Nanshan Road, Zhongshan District, Dalian","早上 8:00 至 下午 4:30
8:00 am - 4:30 pm","周六: 早上 8:00 至 中午 12:00
周日休息
Saturday: 8:00 am - 12:00 pm
Sunday is closed.","0411-82659130
0411-82653668-8061
0411-82805577体检",,英语/English,,,
"大连
Dalian","中山区
Zhongshan District",否 No,"私立医疗机构
Private Providers",门诊 OP,"大连维特奥人民路诊所
Dalian Vitup Renmin Road Clinic","内科、体检
Internal Medicine, Health Checkup","大连市中山区人民路66号（香格里拉酒店公寓内）
66 Renmin Road, Zhongshan District, Dalian (apartment of Shangri-la Hotel)","早上 8:00 至 下午 4:30
8:00 am - 4:30 pm","周六: 早上 8:00 至 下午 17:00
周日：早上 9:00 至 下午 17:00
Saturday: 8:00 am - 17:00 pm
Sunday：9:00 am - 17:00 pm","0411-82641509
0411-82525009",,,,,
"大连
Dalian","中山区
Zhongshan District",否 No,"私立医疗机构
Private Providers",门诊 OP,"壹舟名仕国际诊疗中心
E-care International Clinic","中医、理疗、口腔科，儿科（中医、西医、口腔）、皮肤科
TCM, Physiotherapy, Dental, Pediatrics ( TCM, Internal Medicine, Dental), Dermatology","大连市中山区港湾街20号名仕财富A座1F
1F, Block A, Fortune Plaza, 20 Harbour Street, Zhongshan District, Dalian","早上 8:30 至 下午 5:30
8:30 am - 5:30 pm","早上 8:30 至 下午 5:30
8:30 am - 5:30 pm",400-699-1019,,英语/English,,请提前预约。Please make appointment in advance.,
"大连
Dalian","西岗区
Xigang District",否 No,"私立医疗机构
Private Providers",门诊 OP,"大连西岗许日燮诊所
Dalian Clover Clinic","中西医结合
Integrated TCM & Western Medicine","大连市西岗区锦华街42号锦华银座1楼
1F, Angang Building, 33 Fengguang Street, Xigang District, Dalian","早上 9:00 至 晚上 9:00
9:00 am - 9:00 pm","早上 9:00 至 晚上 9:00
9:00 am - 9:00 pm",0411-82773667,,"英语/English
日语/Japanese
韩语/Korean",,,
"大连
Dalian","经济技术开发区
Developing Economic District",否 No,"私立医疗机构
Private Providers",门诊 OP,"大连经济技术开发区许庆华诊所
Dalian Development Clover Clinic","中西医结合
Integrated TCM & Western Medicine","大连市经济技术开发区辽河西路14-3北欧假日1楼
1F Beioujiari Community, 14-3 West Liaohe Road, Development Zone, Dalian","早上 9:00 至 下午 6:00
 9:00 am - 6:00 pm","早上 9:00 至 下午 6:00
 9:00 am - 6:00 pm",0411-66771200,,"英语/English
日语/Japanese
韩语/ Korean",,,
"大连
Dalian","金州区
Jinzhou District",否 No,"公立医院
Public Hospitals",门诊 OP/住院 IP,"大连医科大学附属第一医院特需门诊（三部）
First Affiliated Hospital of Dalian Medical University, VIP Clinic (Branch 3)","心内科、消化内科、神经内科、神经外科、骨科 Cardiovascular Diseases, Gastroenterology, Neurology, Neurosurgery, Orthopaedics ","大连市金州区龙滨路5号C区3层
3F, Area C, 5 Longbin Road, Jinzhou District, Dalian","上午 8:30 至 11:30，下午1:00 至 4:00
8:30 am - 11:30 pm, 1:00 pm - 4:00 pm","休息
Closed","0411-87640661
0411-83635963-7155",,,,"1.请您在就诊当日携带一份保险卡及护照或身份证复印件，由于医院不负责复印保险卡及身份证件。Please bring a photocopy of the membership card and Passport or  ID Card on the day of their appointment , since the hospital would not help to photocopy the Membership card and ID card.
2. 无儿科和产科。Pediatrics and obstetrics are not available.",http://www.dmu-1.com/
"大连
Dalian","西岗区
Xigang District",否 No,"齿科诊所
Dental Clinic",齿科 Dental,"大连新华口腔诊所
Smile Dental Clinic",齿科 Dental,"大连市西岗区新华街141-1号
 141-1 Xinhua Street, Xigang District, Dalian","早上 8:30 至 下午 5:30
8:30 am - 5:30 pm","早上 8:30 至 下午 5:30
8:30 am - 5:30 pm","0411-84339899
0411-84357722",,"英语/English
(周三、周六除外
except Wednesday and Saturday)",,,
"东莞
Dongguan","南城区
Nancheng District",否 No,"体检机构
Wellness Checkup",体检 Checkup,"美年大健康东莞分院
Meinian Health Dongguan Clinic",体检中心 Physical Checkup,"东莞市南城区鸿福路102号汇成大厦4层
4F, Huicheng Mansion, 102 Hongfu Road, Nancheng District, Dongguan","周二 至 周日：早上 8:00 至 12:00，下午 2:00 至 4:00
周一休息
Tuesday - Sunday: 8:00 am - 12:00 pm, 2:00 pm - 4:00 pm
Monday is closed.","早上 8:00 至 12:00，下午 2:00 至 4:00
 8:00 am - 12:00 pm, 2:00 pm - 4:00 pm","021-22139213 (转 8308)
15000583416 (褚佳云)",,英语/English,,"1. 请您在预约时告知您是招商信诺会员，可享受招商信诺套餐。Please inform the hotline center/contact person that you are Cigna & CMB member when making appointment, so that you can enjoy Cigna & CMB package.
2.预约时间：周一至周日，中文预约早上7:30至晚上9:00，英文预约早上9:00至下午5:00。Appointment time: Monday to Sunday,7:30am to 9:00pm for Chinese service, 9:00am to 5:00pm for English service.
3. 中文服务请提前3天预约，英文服务请提前1周预约。For Chinese service, please make appointment three days in advance. For English service, please make appointment one week in advance.
自2018年7月1日起，低于或等于1000元套餐，不再免费提供英文报告。
From July 1st. 2018, the package is less than RMB1000 (include RMB1000), there will be no English report.
zhangxiuyuan.sh@meinian.cn",
"东莞
Dongguan","东城区
Dongcheng District",否 No,"私立医疗机构
Private Providers",门诊 OP,"环球医生东莞诊所
Global Doctor-Dongguan Clinic",家庭医疗 Family Medicine ,"东莞市东城区星河传说IEO国际街区30号1楼
1F, 30 IEO International Block, Dynatown, Dongcheng District, Dongguan","早上 9:00 至 下午6:00
24小时急诊服务
9:00 am - 6:00 pm
24hours emergency service","周六：早上 9:00 至 下午6:00，周日休息
24小时急诊服务
Saturday: 9:00 am - 6:00 pm
Sunday is closed.
24hours emergency service","English: 0769-22030011
Japanese: 0769-22032881
Korean: 15817405445",,英语/English,,有儿科。  Pediatrics is available.,
"东莞
Dongguan","长安镇
Chang'an Town",否 No,"齿科诊所
Dental Clinic",齿科 Dental,"东莞长安小天使口腔门诊部
Angel Dental - Changan",齿科 Dental,"东莞市长安镇长青南路303号地五广场一区1012-1017号
1012-1017 Diwu Plaza, 303 South Changqing Road, Chang'an Town, Dongguan","早上 8:30 至 晚上 9:30
8:30 am - 9:30 pm","早上 8:30 至 晚上 9:30
8:30 am - 9:30 pm",0769-81159838,,,,请提前预约。Please make appointment in advance.,
"东莞
Dongguan","南城区
Nancheng District",否 No,"齿科诊所
Dental Clinic",齿科 Dental,"东莞南城拜尔口腔门诊部
Dongguan South City Ibyer Dental Clinic",齿科 Dental,"东莞市南城区鸿福西路82号腾龙大厦5楼
5F Teng Long Mansion, 82 West Hongfu Road, Nancheng District, Dongguan","上午 9:00 至 晚上 6:00
9:00 am - 6:00 pm","上午 9:00 至 晚上 6:00
9:00 am - 6:00 pm",0769-22809696,,,,请提前预约。Please make appointment in advance.,
"东莞
Dongguan","东城区
Dongcheng District",否 No,"齿科诊所
Dental Clinic",齿科 Dental,"东莞东城天使口腔诊所
Angel Dental - Dongcheng",齿科 Dental,"东莞市东城区风情步行街A77号
A77 Fengqing Pedestrian Street, Dongcheng District, Dongguan","周一：早上 8:30 至 晚上 7:00
周二 至 周五：早上 8:30 至 晚上 9:30
Monday: 8:30 am - 7:00 pm
Tuesday -Friday: 8:30 am - 9:30 pm","早上 8:30 至 晚上 9:30
 8:30 am - 9:30 pm","0769-23010620
4000-222-348",,,,请提前预约。Please make appointment in advance.,
"东营
Dongying","东营区
Dongying District",否 No,"体检机构
Wellness Checkup",体检 Checkup,"美年大健康东营分院
Meinian Health Dongying Clinic",体检中心 Physical Checkup,"东营市东营区黄河路355号富海交运大厦1-2楼（长途汽车总站）
1F-2F Fuhaijiaoyun Mansion, 355 Huanghe Road, Dongying District, Dongying (long-distance bus station)","早上 8:00 至 12:00，下午 1:00 至 5:00
8:00 am - 12:00 pm, 1:00 pm - 5:00 pm","周六：早上 8:00 至 12:00，周日休息
Saturday: 8:00 am - 12:00 pm, Sunday is closed.","021-22139213 (转 8308)
15000583416 (褚佳云)",,英语/English,,"1. 请您在预约时告知您是招商信诺会员，可享受招商信诺套餐。Please inform the hotline center/contact person that you are Cigna & CMB member when making appointment, so that you can enjoy Cigna & CMB package.
2.预约时间：周一至周日，中文预约早上7:30至晚上9:00，英文预约早上9:00至下午5:00。Appointment time: Monday to Sunday,7:30am to 9:00pm for Chinese service, 9:00am to 5:00pm for English service.
3. 中文服务请提前3天预约，英文服务请提前1周预约。For Chinese service, please make appointment three days in advance. For English service, please make appointment one week in advance.
自2018年7月1日起，低于或等于1000元套餐，不再免费提供英文报告。
From July 1st. 2018, the package is less than RMB1000 (include RMB1000), there will be no English report.
zhangxiuyuan.sh@meinian.cn",
"广州
Guangzhou","天河区
Tianhe District",否 No,"体检机构
Wellness Checkup",体检 Checkup,"美年大健康天河东路分院
Meinian Health East Tianhe Road Clinic",体检中心 Physical Checkup,"广州市天河区天河东路153号富海商业中心1-2层
1-2F Fuhai Business Center, 153 East Tianhe Road, Tianhe District, Guangzhou","周三 至 周一：早上 8:00 至 下午 5:30
周二休息
Wednesday - Monday: 8:00 am - 5:30 pm
Tuesday is closed.","早上 8:00 至 下午 5:30
8:00 am - 5:30 pm","021-22139213 (转 8308)
15000583416 (褚佳云)",,英语/English,,"1. 请您在预约时告知您是招商信诺会员，可享受招商信诺套餐。Please inform the hotline center/contact person that you are Cigna & CMB member when making appointment, so that you can enjoy Cigna & CMB package.
2.预约时间：周一至周日，中文预约早上7:30至晚上9:00，英文预约早上9:00至下午5:00。Appointment time: Monday to Sunday,7:30am to 9:00pm for Chinese service, 9:00am to 5:00pm for English service.
3. 中文服务请提前3天预约，英文服务请提前1周预约。For Chinese service, please make appointment three days in advance. For English service, please make appointment one week in advance.
自2018年7月1日起，低于或等于1000元套餐，不再免费提供英文报告。
From July 1st. 2018, the package is less than RMB1000 (include RMB1000), there will be no English report.
zhangxiuyuan.sh@meinian.cn",
"广州
Guangzhou","天河区
Tianhe District",否 No,"体检机构
Wellness Checkup",体检 Checkup,"美年大健康珠江新城分院
Meinian Health Zhujiang New City Clinic",体检中心 Physical Checkup,"广州市天河区花城大道86号高德汇2座3楼
3F, Building No.2, Gaodehui, 86 Huacheng Avenue, Tianhe District, Guangzhou","早上 8:00 至 12:00
周一休息
8:00 am - 12:00 pm
Monday is closed.","早上 8:00 至 12:00
8:00 am - 12:00 pm","021-22139213 (转 8308)
15000583416 (褚佳云)",,英语/English,,"1. 请您在预约时告知您是招商信诺会员，可享受招商信诺套餐。Please inform the hotline center/contact person that you are Cigna & CMB member when making appointment, so that you can enjoy Cigna & CMB package.
2.预约时间：周一至周日，中文预约早上7:30至晚上9:00，英文预约早上9:00至下午5:00。Appointment time: Monday to Sunday,7:30am to 9:00pm for Chinese service, 9:00am to 5:00pm for English service.
3. 中文服务请提前3天预约，英文服务请提前1周预约。For Chinese service, please make appointment three days in advance. For English service, please make appointment one week in advance.
自2018年7月1日起，低于或等于1000元套餐，不再免费提供英文报告。
From July 1st. 2018, the package is less than RMB1000 (include RMB1000), there will be no English report.
zhangxiuyuan.sh@meinian.cn",
"广州
Guangzhou","越秀区
Yuexiu District",否 No,"私立医疗机构
Private Providers",门诊 OP,"广州加美医疗中心
Guangzhou Can Am International Medical Center","全科医疗、妇产科
General Medicine, OB/GYN","广州市越秀区环市东路368号花园酒店花园大厦5层
5F Garden Tower, Garden Hotel, 368 East Huanshi Road, Yuexiu District, Guangzhou","24小时开诊
24hours open","24小时开诊
24hours open",020-83866988,,英语/English,"全科
GP",有儿科。 Pediatrics is available.,
"广州
Guangzhou","越秀区
Yuexiu District",否 No,"私立医疗机构
Private Providers",门诊 OP,"华南医疗门诊部
Outpatient Clinic","心内科、全科、神经内科、骨科
Cardiology, General Medicine, Neurology, Orthopaedics","广州市越秀区五羊新城江月路9号
9 Jiangyue Road, Wuyang New City, Yuexiu District, Guangzhou","早上 9:00 至 下午 6:00
9:00 am - 6:00 pm","早上 9:00 至 下午 6:00
9:00 am - 6:00 pm",020-87379670,,,,,
"广州
Guangzhou","越秀区
Yuexiu District",是 Yes,"私立医疗机构
Private Providers",门诊 OP/住院 IP,"广州和睦家医院
Guangzhou United Family Clinic","家庭医疗、儿科
Family Medicine, Pediatric","广州市越秀区广州大道中301号人保大厦附楼首层
1F Annex Building, PICC Building, 301 Middle Guangzhou Avenue, Yuexiu District, Guangzhou","早上 8:30 至 晚上 9:00
8:30 am - 9:00 pm","早上 8:30 至 晚上 9:00
8:30 am - 9:00 pm","020-87106000
020-87106060 (急诊 ER)",,英语/English,,有儿科。 Pediatric is available.,
"广州
Guangzhou","天河区
Tianhe District",否 No,"私立医疗机构
Private Providers",门诊 OP,"贝利尔门诊
Bellaire International Clinic","脊骨神经、妇产科、儿科、耳鼻喉科、眼科 Chiropractic Medicine, Obstetrics & Gynecology, Pediatrics, E.N.T., Ophthalmology","广州市天河区马场路28号富力公园28商业区302D
302D,No.28Fulipark ,No.28 Machang road,Tianhe District,Guangzhou","早上 9:00 至 下午 6:00
节假日不开诊
9:00 am - 6:00 pm
Public holiday is closed.","早上 9:00 至 下午 6:00
节假日不开诊
9:00 am - 6:00 pm
Public holiday is closed.","020-38910511
15218818990 (English)
15218818992 (Japanese)",,"英语/English
日语/Japanese",,,
"广州
Guangzhou","天河区
Tianhe District",否 No,"私立医疗机构
Private Providers",门诊 OP,"广州威利斯国际医疗门诊部
Wales International Medical Center","妇科、口腔科、五官科、眼科
Gynecology, Dentistry, ENT, Ophthalmology","广州市天河区林和东路200号
200 East Linhe Road, Tianhe District, Guangzhou","早上 8:00 至 晚上 9:00
8:00 am - 9:00 pm","早上 8:00 至 晚上 9:00
8:00 am - 9:00 pm","020-61138888 (24H hotline)
English: 020-38805959
English: 15986412275
Japanese: 020-38851376
Japanese: 13751880874
Arabic: 15012405463",,"英语/English
日语/ Japanese
粤语/Cantonese
阿拉伯语/Arabic
俄语/ Russian",,,
"广州
Guangzhou","天河区
Tianhe District",否 No,"私立医疗机构
Private Providers",门诊 OP,"广州正安中医馆
Guangzhou Zan TCM Clinic",中医 TCM,"广州市天河区珠江新城花城大道99号高德汇购物广场2座130A
130A, 2F Gaodehui Shopping Plaza, 99 Huacheng Avenue, Zhujiang New Town, Tianhe District, Guangzhou","上午 10:00 至 晚上 7:00
10:00 am - 7:00 pm","上午 10:00 至 晚上 7:00
10:00 am - 7:00 pm","020-38615189
18988939368",,,,请至少提前一天电话预约。Please make appointment one day in advance,
"广州
Guangzhou","天河区
Tianhe District",否 No,"私立医疗机构
Private Providers",门诊 OP,"康辰国际医疗中心
Eur Am International Medical Center","全科医疗、妇产科
General Medicine, OB/GYN","广州市天河区珠江新城华利路19号远洋明珠大厦北座首层
1F North Tower, Ocean Pearl Building, 19 Huali Road, Zhujiang New City, Tianhe District, Guangzhou","早上 8:00 至 晚上 8:00
8:00 am - 8:00 pm ","早上 9:00 至 下午 6:00
9:00 am - 6:00 pm","English: 020-37585328
Japanese: 020-37591168
English: 13710413347 (24小时急诊
24H emergency hotline)
Japanese: 13826117112 (24小时急诊 24H emergency hotline)",,"粤语/Cantonese
英语/English
日语/Japanese
德语/German
瑞典语/ Swedish
芬兰语/ Finnish",,"1. 提供夜间英文急诊服务。Emergency treatment provided by English-speaking doctors is available at night.
2. 仅儿童保健。Only well child assessment is available.
3. 请提前预约。Please make appointment in advance.",
"广州
Guangzhou","天河区
Tianhe District",否 No,"私立医疗机构
Private Providers",门诊 OP,"康瑞家医疗门诊部(环球医生广州诊所)
Global Doctor Prime Healthcare","全科医疗、家庭医疗科、急救治疗 General Medicine, Family Medicine, Emergency Medical Treatment","广州市天河区林和中路178号帝都大厦首层101-6
Ground Floor 101-6, Imperial capital building, No.178 Middle Linhe Road, Tianhe District , Guangzhou","早上 9:00 至 晚上 9:00
24小时急诊服务
9:00 am - 9:00 pm
24H emergency service","周六：早上 9:00 至 晚上 6:00
24小时急诊服务
Saturday: 9:00 am - 6:00 pm
24H emergency service","020-38906699 (24小时 24H)
18022320301 (急诊 ER)",,"粤语/Cantonese
英语/English
西班牙语/Spanish
葡萄牙语/Portuguese
韩语/Korean
日语/Japanese","全科
GP","1. 无儿科。 No pediatrics.
2. 提供夜间英文急诊服务。Emergency treatment provided by English-speaking doctors is available at night.",
"广州
Guangzhou","天河区
Tianhe District",否 No,"私立医疗机构
Private Providers",门诊 OP,"卓正医疗珠江新城医疗中心
Distinct HealthCare Zhujiang New Town Medical Center","儿科、皮肤科
Paediatrics, Dermatology","广州市天河区华夏路富力盈凯大厦1205-1207单元
1205-1207 R&F YingKai Building, Huaxia Road, Tianhe District, Guangzhou","早上 8:30 至 下午 5:30
8:30 am‐- 5:30 pm ","早上 8:30 至 下午 5:30
8:30 am‐- 5:30 pm ",020-38099090,,"英语/English
日语/Japanese
韩语/Korean",,,
"广州
Guangzhou","天河区
Tianhe District",否 No,"公立医院
Public Hospitals",门诊 OP/住院 IP,"中山大学附属第六医院雅和病区
6th Hospital Affiliate to Zhongshan University, Graceland Medical Center","消化科、肛肠科、肝胆外科、心血管科
Gastroenterology, Anorectal, Hepatobiliary Surgery, Cardiovascular Diseases","广州市天河区员村二横路26号综合大楼28楼
28F, Building No.1, 26 Yuancun Erheng Road, Tianhe District, Guangzhou","早上 8:00 至 11:30，下午 2:30 至 5:00
8:00 am - 11:30 am, 2:30 pm - 5:00 pm","周六：早上 8:00 至 11:30，周日休息
Saturday: 8:00 am - 11:30 am. Sunday is closed.",020-38777688,,英语/English,"全科
GP",Fax: 020-38455686,www.zs6y.com
"广州
Guangzhou","番禺区
Fanyu District",否 No,"公立医院
Public Hospitals",门诊 OP/住院 IP,"祈福医院VIP贵宾中心
Clifford Hospital, VIP Center","口腔科、肿瘤科、肾病、器官移植、针炙推拿 Stomatology, Tumors, Kidney Diseases, Organ Transplant, Acupuncture and Massage","广州市番禺区市广路8号
8 Shiguang Road, Fanyu District, Guangzhou","早上 8:00 至 12:00，下午 2:00 至 5:30
急诊中心24小时服务
8:00 am - 12:00 pm, 2:00 pm - 5:30 pm
Emergency Center: 24H","早上 8:00 至 12:00，下午 2:00 至 5:30
急诊中心24小时服务
8:00 am - 12:00 pm, 2:00 pm - 5:30 pm
Emergency Center: 24H","020-84718123
020-84518222 (转50125)",,"英语/English
法语/French
日语/Japanese
韩语/Korean","全科
GP",有儿科。Pediatrics is available.,www.clifford-hospital.org
"广州
Guangzhou","白云区
Baiyun District",否 No,"公立医院
Public Hospitals",门诊 OP/住院 IP,"南方医院惠侨楼
Nanfang Hospital, Huiqiao Building"," 肝胆外科、心血管、肾内科、神经外科、消化科  Hepatobiliary Surgery, Cardiovascular Diseases, Nephrology, Neurosurgery, Gastroenterology","广州市白云区广州大道北1838号南方医院惠侨楼
Huiqiao Building, Nanfang Hospital, 1838 North Guangzhou Avenue, Baiyun District, Guangzhou","早上 8:00 至 11:30，下午 2:30 至 5:00
8:00 am - 11:30 am, 2:30 pm - 5:00 pm","周六：早上 8:00 至 11:30，周日休息
Saturday: 8:00 am - 11:30 am. Sunday is closed.","020-62787276 (24h)
020-61642494 (8:00-12:00; 14:30-17:30)",,英语/English,,,www.nfyy.com
"广州
Guangzhou","天河区
Tianhe District",否 No,"齿科诊所
Dental Clinic",齿科 Dental,"广州拜博口腔-西塔门诊部
Guangzhou Bybo Dental Clinic-IFC Dental Clinic",齿科 Dental,"广州市天河区珠江西路5号广州国际金融中心主塔写字楼第51层
51F Main Tower, Guangzhou International Finance Center (IFC), No. 5 West Zhujiang Road, Tianhe District, Guangzhou","上午 9:00 至 晚上 5:30
9:00 am - 5:30 pm","上午 9:00 至 晚上 5:30
9:00 am - 5:30 pm",020-88831067,,英语/English,,请提前预约。Please make appointment in advance.,www.pkuszh.com
"广州
Guangzhou","天河区
Tianhe District",否 No,"齿科诊所
Dental Clinic",齿科 Dental,"广州拜博口腔-维思顿门诊部
Guangzhou Bybo Dental Clinic-Wiston Dental Clinic",齿科 Dental,"广州市天河区东圃大马路雅怡街52号2楼
2F No. 52 Yayi Street, Dongpu Road, Tianhe District, Guangzhou","上午 9:00 至 晚上 5:30
9:00 am - 5:30 pm","上午 9:00 至 晚上 5:30
9:00 am - 5:30 pm",020-38773297,,英语/English,,请提前预约。Please make appointment in advance.,www.szrch.com
"广州
Guangzhou","天河区
Tianhe District",否 No,"齿科诊所
Dental Clinic",齿科 Dental,"广州陆广洪口腔诊所（大都会国际牙科）
Dr.Lu International Dental Clinic",齿科 Dental,"广州市天河区天河北路183号大都会广场603-604室
Room 603-604, 6F Metro Plaza, 183 North Tianhe Road, Tianhe District, Guangzhou","早上 9:00 至 下午 6:00
 9:00 am - 6:00 pm","周六：早上 9:00 至 下午 6:00
周日休息
Saturday: 9:00 am - 6:00 pm
Sunday is closed.",020-87553380,,英语/English,,"请提前1-2天预约 Please make appointments before 1or 2Days.
Fax:020-87557673",www.hku-szh.org
