city,district,special provider,provider type,name,specialties,address,mon-fri,sat-sun,appointment tel,foreign lang. service,appointment recommended,website,cn_address,lat,long
Beijing,Chaoyang District,No,Public,China-Japan Friendship Hospital International Medical Center,"Neurology, Rheumatology, Endocrinology, Anorectal","2 East Yinghua Street, Hepingli, Chaoyang District, Beijing",8:00 am - 4:00 pm,Emergency service only,"：010-6897
Outpatient 010-805071
：010-80639
：010-80698","Eng
Jp","",http://www.zryhyy.com.cn/,北京市朝阳区和平里樱花东路2号,39.974959,116.425489
Beijing,Shunyi District,No,Dental,Beijing SDM Dental-Euro Plaza Clinic,Dental,"LB07-08 LB07-08, 99 Euro Plaza, Yuxiang Road, Shunyi District, Beijing",10:00 am - 7:00 pm,10:00 am - 7:00 pm,"010-806608
010-806116","Eng
Jp
Kr",Yes,,北京市顺义区天竺镇裕祥路99号欧陆广场,40.066938,116.548022
Beijing,Shunyi District,No,Dental,Beijing ARRAIL Dental Clinic-Shunyi Ronghe Clinic,Dental,"104, Building No.31, Pinnacle Avenue, Tianzhu Town, Shunyi District, Beijing",Monday - Thursday: 9:00 am - 6:00 pm Friday  9:00 am - 5:30 pm, 9:00 am - 5:30 pm,010-8167988,Eng,Yes,,北京市顺义区天竺镇荣和广场林荫路31号楼104室,40.05543,116.563823
Beijing,Haidian District,No,Dental,A&S Dental Clinic-ZGC Clinic,Dental,"1F Somerest, 15 Middle Haidian Street, Haidian District, Beijing",9:00 am - 6:00 pm,9:00 am - 6:00 pm,"010-58730501
010-5873050",Eng,Yes,,北京市海淀区海淀中街15号盛捷中关村服务公寓一层,39.977267,116.310051
Beijing,Haidian District,No,Dental,Beijing SDM Dental-Yuan Da Clinic,Dental,"4076B, 4F Jinyuan Yansha Shopping Mall, Yuanda Road, Haidian District, Beijing",10:00 am - 9:00 pm,10:00 am - 8:00 pm,"010-8859691
010-88596913","Eng
Jp
Kr",Yes,,北京市海淀区远大路金源新燕莎Mall购物中心4层4076B,39.958508,116.287337
Beijing,Haidian District,No,Dental,Beijing ARRAIL Dental Clinic-Cuiwei Clinic,Dental,"4F, Cuiwei Plaza, 29 Fuxing Road, Haidian District, Beijing",9:30 am - 6:00 pm ,9:30 am - 6:00 pm ,010-686688,Eng,Yes,,北京市海淀区复兴路29号翠微广场4层,39.908315,116.305431
Beijing,Haidian District,No,Dental,Jiamei Dental Baishiqiao Clinic,Dental," Building No.2, A48 Baishiqiao Road, Haidian District, Beijing",9:00 am - 6:00 pm,9:00 am - 6:00 pm,"010-61915
010-61936",Eng,Yes,,北京市海淀区白石桥路甲48号2号楼,39.946928,116.324955
Beijing,Haidian District,No,Dental,Jiamei Dental Weigongcun Clinic,Dental,"Beijing International Tower B, 18 South Zhongguancun Street, Haidian District, Beijing",9:00 am - 6:00 pm,9:00 am - 6:00 pm,"010-611060
010-611070",Eng,Yes,,北京市海淀区中关村南大街18号北京国际大厦B座2层2F,39.953199,116.324727
Beijing,Dongcheng District,No,Dental,BYBO DENTAL GROUP,Dental,"Building No.4-5, 18 Qinian Street, Dongcheng District, Beijing",9:00 am - 6:00 pm,9:00 am - 6:00 pm,"00-0616-333
010-67018086",Eng,Yes,,北京市东城区祈年大街18号院4-5号楼,39.896062,116.413331
Beijing,Dongcheng District,No,Dental,Beijing Arrail Dental - Oriental Plaza Clinic,Dental,"Room P-EAPT (02), Oriental Plaza, 1 East Chang'an Avenue, Dongcheng District, Beijing",9:00 am - 5:30 pm,9:00 am - 5:30 pm,010-85185668,Eng,Yes,,北京市东城区东长安街1号东方广场东方新天地商场平台层P-Eapt(02)号,39.909565,116.412223
Beijing,Dongcheng District,No,Dental,Beijing ARRAIL Dental Clinic-Detail Dental,Dental,"420 Jinbao Place, 88 Jinbao Street, Dongcheng District, Beijing",9:00 am - 8:00 pm,9:00 am - 8:00 pm,010-6516668,Eng,Yes,,北京市东城区金宝街88号金宝汇购物中心四层420号,39.915361,116.4217
Beijing,Chaoyang District,No,Dental,A&S Dental Clinic-IVY Clinic,Dental,"Room 214, China Life Tower, 16 Chaowai Street, Chaoyang District, Beijing",9:00 am - 6:00 pm,9:00 am - 6:00 pm,"010-8551858
010-855189",Eng,Yes,,北京市朝阳区朝外大街16号中国人寿大厦214室,39.923514,116.438766
Beijing,Chaoyang District,No,Dental,A&S Dental Clinic-CBD Clinic,Dental,"Room 501, Tower 7, Central Park, 6 Chaowai Street, Chaoyang District, Beijing",9:00 am - 6:00 pm,9:00 am - 6:00 pm,"010-65970707
010-65970708
010-65970709",Eng,Yes,,北京市朝阳区朝外大街6号新城国际公寓7号楼501室,39.918376,116.456369
Beijing,Chaoyang District,No,Dental,Beijing SDM Dental-21st Century Clinic,Dental,"FC222, 21st Century Hotel, 40 Liangmaqiao Road, Chaoyang District, Beijing",9:00 am - 5:45 pm,9:00 am - 5:45 pm,"010-66681
010-66175","Eng
Jp
Kr",Yes,,北京市朝阳区亮马桥路40号21世纪饭店2层 (燕莎商城东侧),39.952171,116.473519
Beijing,Chaoyang District,No,Dental,Beijing SDM Dental-China World Trade Center Clinic,Dental,"NB210 NB210 China World Shopping Mall, 1 Jianguomenwai Street, Chaoyang District, Beijing",9:00 am - 8:00 pm,9:00 am - 6:00 pm,"010-6505939
010-6505931","Eng
Jp
Kr",Yes,,北京市朝阳区建国门外大街1号国贸商城地下2层,39.910935,116.45937
Beijing,Chaoyang District,No,Dental,Beijing SDM Dental-Sunshine Plaza Clinic,Dental," 1F Sunshine Plaza, 68 Anli Road, Chaoyang District, Beijing",9:00 am - 6:00 pm,9:00 am - 6:00 pm,"010-697173
010-698173","Eng
Jp
Kr",Yes,,北京市朝阳区亚运村安立路68号阳光广场东侧一层底商,39.998764,116.409097
Beijing,Chaoyang District,No,Dental,Beijing Kowa Dental Jiaming Clinic,Dental," 2F, Tower A, Jiaming Center, 27 East Third Ring Road North, Chaoyang District, Beijing",9:00 am - 6:00 pm ,9:00 am - 6:00 pm ,"00-6969-
010-57755071",Eng,Yes,,北京市朝阳区东三环北路27号嘉铭中心A座2层,39.928146,116.460836
Beijing,Chaoyang District,No,Dental,Beijing Kowa Dental,Dental,"1F Solana, No.2 Building, 6 Chaoyang Park Road, Chaoyang District, Beijing",9:00 am - 7:00 pm ,9:00 am - 7:00 pm ,"00-6969-
010-59051877
010-59051879",Eng,Yes,,北京市朝阳区朝阳公园路6号蓝色港湾国际商区儿童城一层(同仁堂旁),39.949468,116.475116
Beijing,Chaoyang District,No,Dental,Beijing ARRAIL Dental Clinic-The Place Clinic,Dental,"L214 2nd Floor, Trends Tower, The Place, 9 Guanghua Road, Chaoyang District, Beijing, PRC 100020",Monday - Thursday: 9:00 am - 5:45 pm Friday: 9:00 am - 5:15 pm,9:00 am - 5:15 pm,010-5309369,Eng,Yes,,北京市朝阳区光华路9号院世贸天阶北楼时尚大厦2层东侧L214,39.907887,116.451013
Beijing,Chaoyang District,No,Dental,Beijing ARRAIL Dental Clinic-Fulllink Clinic,Dental,"2F Full Link Plaza Shopping Arcade, 18 Chaoyangmenwai Avenue, Chaoyang District, Beijing",9:00 am - 6:00 pm,9:00 am - 6:00 pm,010-658886,Eng,Yes,,北京市朝阳区朝阳门外大街18号丰联广场2层,39.923904,116.438791
Beijing,Chaoyang District,No,Dental,Beijing ARRAIL Dental Clinic-CITIC Clinic,Dental,"Room 208, Tower A, CITIC Building, 19 Jianguomenwai Street, Chaoyang District, Beijing",9:00 am - 8:00 pm,9:00 am - 8:00 pm,010-6500673,Eng,Yes,,北京市朝阳区建国门外大街19号国际大厦A座208室,39.909375,116.441536
Beijing,Chaoyang District,No,Dental,Beijing ARRAIL Dental Clinic-Central-P Clinic,Dental,"Room 101, Building No.16, China Central Place, 89 Jianguo Road, Chaoyang District, Beijing",Monday - Thursday: 9:00 am - 6:00 pm Friday: 9:30 am - 5:30 pm,Monday - Thursday: 9:00 am - 6:00 pm Friday: 9:30 am - 5:30 pm,"010-85888550
010-85888560
010-85888570",Eng,Yes,,北京市朝阳区建国路89号华贸中心公寓16号楼101室,39.91172,116.48194
Beijing,Chaoyang District,No,Dental,Beijing ARRAIL Dental Clinic-Exchange Clinic,Dental,"Room 201, Exchange-Beijing, 118 Yi Jianguo Road, Chaoyang District, Beijing",Monday - Thursday: 9:00 am - 6:00 pm Friday: 9:00 am - 5:30 pm,Monday - Thursday: 9:00 am - 6:00 pm Friday: 9:00 am - 5:30 pm,010-65675670,Eng,Yes,,北京市朝阳区建国路乙118号京汇大厦201室,39.906892,116.463205
Beijing,Chaoyang District,No,Dental,Beijing ARRAIL Dental Clinic-Somerset Clinic,Dental," 1F Somerset Fortune Garden, 46 Liangmaqiao Road, Chaoyang District, Beijing",Monday - Thursday: 9:00 am - 8:00 pm Friday: 9:00 am - 7:30 pm, 9:00 am - 7:30 pm,010-80196,Eng,Yes,,北京市朝阳区亮马桥路46号燕莎东侧盛捷福景苑1层,39.950883,116.468868
Beijing,Chaoyang District,No,Dental,Beijing ARRAIL Dental Clinic-INDIGO Clinic,Dental,"Unit LG100, Indigo Plaza, 18 Jiuxianqiao Road, Chaoyang District, Beijing",Monday - Thursday: 9:00 am - 6:00 pm Friday: 9:00 am - 5:30 pm,Monday - Thursday: 9:00 am - 6:00 pm Friday: 9:00 am - 5:30 pm,010-860658,Eng,Yes,,北京市朝阳区酒仙桥路18号颐堤港商场地铁层LG100,39.96798,116.492195
Beijing,Chaoyang District,No,Dental,Smart Health Medical and Dental Center,Dental,"Room 215, Lido Place, 6 Jiangtai Road, Chaoyang District, Beijing",9:00 am - 6:00 pm,9:00 am - 6:00 pm,"010-6376898
1369915851  H",Eng,Yes,, 北京市朝阳区将台路6号丽都广场215室,39.977391,116.478192
Beijing,Chaoyang District,No,Dental,IDC Dental Beijing,Dental,"Room 209, Building No.7, Richmond Park Clubhouse Yard, 9 South Fangyuan Li, Chaoyang Distrct, Beijing",9:00 am - 6:00 pm,9:00 am - 6:00 pm,010-65388111,Eng,Yes,,北京市朝阳区芳园南里9号院丽都水岸会所209室,39.968951,116.482818
Beijing,Chaoyang District,No,Dental,Jiamei Dental Dayuecheng Clinic,Dental,"Room 105, Building No.58, 107 North Chaoyang Road, Chaoyang District, Beijing",9:00 am - 6:00 pm,9:00 am - 6:00 pm,"010-586739
010-5867395",Eng,Yes,,北京市朝阳区朝阳北路107号院58号主楼一层105室,39.924536,116.516789
Beijing,Chaoyang District,No,Dental,Jiamei Dental China World Trade Center Clinic (Tonghuihe Clinic),Dental,"1F Nuoan Fund Building, A16 Guanghua Road, Chaoyang District, Beijing",9:00 am - 6:00 pm,9:00 am - 6:00 pm,"010-6500708
010-6500887",Eng,Yes,,北京市朝阳区光华路甲16号诺安基金大厦一层,39.913091,116.456988
Beijing,Chaoyang District,No,Dental,Jiamei Dental Sanlitun Clinic,Dental," Room 103, Block A, Yishengge, 10 Xindong Road, Chaoyang District, Beijing",9:00 am - 6:00 pm,9:00 am - 6:00 pm,"010-85173
010-8517",Eng,Yes,,北京市朝阳区新东路10号幸福三村逸盛阁A座103室,39.937992,116.450905
Beijing,Chaoyang District,No,Dental,Jiamei Dental South Wangjing Road Clinic,Dental,"1F Jingdiandishang Building, District No.2, Wangjingxiyuan, Chaoyang District, Beijing",9:00 am - 6:00 pm,9:00 am - 6:00 pm,"010-8780118
010-8780119",Eng,Yes,,北京市朝阳区望京西园二区京电底商综合楼1楼,40.004483,116.471566
Beijing,Chaoyang District,No,Dental,Jiamei Dental Yayuncun Clinic,Dental,"1001 Tower A, Locke Times, Datun Road, Chaoyang District, Beijing",9:00 am - 6:00 pm,9:00 am - 6:00 pm,"010-887100
010-887111",Eng,Yes,,北京市朝阳区大屯路洛克时代A座1001室,40.002108,116.407023
Beijing,Chaoyang District,No,Dental,Rytime Dental,Dental,"Building No.1, Tianjuyuan, Beiyuan Road, Chaoyang District, Beijing",8:00 am - 8:00 pm,8:00 am - 8:00 pm,"010-889708
00-698-0079","
Eng
(VIP VIP Clinic)",Yes,,北京市朝阳区北苑路天居园1号楼,40.039258,116.414921
Beijing,Chaoyang District,No,Dental,May Flower Dental,Dental,"5F, Tower Np.2, Guomao Office, Chaoyang District, Beijing",9:00 am - 6:30 pm,9:00 am - 6:00 pm,010-65058033,Eng,Yes,,北京市朝阳区国贸写字楼2座5层,39.899027,116.463103
Beijing,Xicheng District,No,Dental,Beijing Arrail Dental - Seasonsplace Clinic,Dental,"Room 302, 3F Building No. 2, Seasonsplace Shopping Mall, Jinchengfang Street, Xicheng District, Beijing",10:00 am - 6:00 pm,10:00 am - 6:00 pm,010-660116,Eng,Yes,,北京市西城区金城坊街2号楼金融街购物中心3层302号,39.915989,116.361461
Beijing,Xicheng District,No,Dental,Jiamei Dental Financial Street Clinic,Dental,"4F, Building B, Investment Square, 27 Financial Street, Xicheng District, Beijing",9:00 am - 6:00 pm,9:00 am - 6:00 pm,010-665081,Eng,Yes,,北京市西城区金融大街27号投资广场B座4层,39.912274,116.358208
Beijing,Xicheng District,No,Dental,Jiamei Dental Yuetan Clinic,Dental," 9 South Yuetan Road, Xicheng District, Beijing (opposite to China Gold Coin Incorporation)",9:00 am - 6:00 pm,9:00 am - 6:00 pm,"010-680300
010-6805115",Eng,Yes,,北京市西城区月坛南街9号(金币总公司对面),39.914224,116.351008
Beijing,Xicheng District,No,Dental,May Flower Dental,Dental,"3F, Tower 2, Yingtai Business Center, 28 Financial Street, Xicheng District, Beijing", 9:00 am - 6:30 pm ,9:00 am - 6:00 pm,010-66578833 ,Eng,Yes,,北京市西城区金融大街28号盈泰中心2号楼3层,39.911432,116.360426
Changshu,"",No,Wellness Checkup,Meinian Health Changshu Clinic,Physical Checkup,"No. 2, Huifeng Times Square, No. 22, Huang He Road, Changshu",7:30 am - 10:30 am,7:30 am - 10:30 am,"01-569550 ext. 80
1500058316 ",Eng,Yes,,常熟市黄河路22号汇丰时代广场2号楼,31.677148,120.755564
Changzhou,Zhonglou District,No,Public,"Changzhou Dental Hospital, VIP Clinic",Stomatology,"5F, Outpatient Building, 119 Beizhi Road, Zhonglou District, Changzhou","8:00 am - 11:00 am, 2:00 pm - 5:00 pm",Closed,0519-86806700  ,Eng,"",http://www.czskq.com/,常州市钟楼区北直街119号门诊楼5楼,31.787284,119.95803
Changzhou,Xinbei District,No,Public,"Changzhou Fourth People’s Hospital, International Medical Center",Oncology,"1F Outpatient Building, 68 Honghe Road, Xinbei District, Changzhou","8:00 am - 11:30 am, 2:00 pm - 5:00 pm",Closed,0519-698070,Eng,"",http://czdsyy.cn/index.html,常州市新北区红河路68号门诊楼1楼,31.870688,119.963558
Changzhou,Tianning District,No,Public,"Changzhou TCM Hospital, VIP Clinic",TCM,"1F, Outpatient Building, 25 North Heping Road, Tianning District, Changzhou","8:00 am - 11:30 am, 2:00 pm - 5:00 pm",Closed,"0519-89897039  H
1896110070  H",Eng,"",http://www.czzyy.com/,常州市天宁区和平北路25号门诊楼1楼,31.773036,119.965041
Changzhou,Tianning District,No,Public,"Changzhou 2nd People's Hospital, VIP Medical Center & Checkup Center (Temporarily Closed)","Physical Checkup, Internal Medicine","29 Xinglong Lane, Tianning District, Changzhou","8:00 am - 10:00 am, 2:00 pm - 4:00 pm",Closed,"13651508505
0519-8813736","","",http://www.czey.com/,常州市天宁区兴隆巷29号,31.774508,119.959944
Chengdu,Wuhou District,No,Wellness Checkup,Meinian Health Wuhou Clinic,Physical Checkup,"1F-2F, Tianyi Mansion, 27 Jiangxi Street, Wuhou District, Chengdu",8:00 am - 10:30 am,Saturday: 8:00 am - 10:30 am Sunday is closed.,"01-13913 ext. 8308
1500058316 ",Eng,Yes,,成都市武侯区浆洗街27号天亿大厦1-2层,30.645926,104.058807
Chengdu,Jinniu District,No,Wellness Checkup,Meinian Health Jinniu Clinic,Physical Checkup,"2F, 15 Jinsha Road, Jinniu District,Chengdu","8:00 am - 10:30 am, 1:00 pm - 4:00 pm",Saturday: 8:00 am - 12:00 pm Sunday is closed.,"01-13913 ext. 8308
1500058316 ",Eng,Yes,,成都市金牛区金沙路15号2楼,30.686032,104.042515
Chengdu,Jinniu District,No,Wellness Checkup,Meinian Health Xinghui Clinic,Physical Checkup,"1F-3F, 12 West Xinghui Road, Jinniu District, Chengdu", 8:00 am - 2:00 pm,Saturday: 8:00 am - 12:00 pm Sunday is closed.,"01-13913 ext. 8308
1500058316 ",Eng,Yes,,成都市金牛区星辉西路12号1-3层,30.67866,104.07436
Chengdu,High Tech Zone,No,Wellness Checkup,Meinian Health Gaoxin Clinic,Physical Checkup,"1F, Tianfuxingu Building No.1, 399 West Fucheng Avenue, Gaoxin District, Chengdu",8:00 am - 10:30 pm,Saturday: 8:00 am - 10:30 pm Sunday is closed.,"01-13913 ext. 8308
1500058316 ",Eng,Yes,,成都市高新区府城大道西段399号天府新谷1栋1层,30.58787,104.05507
Chengdu,Wuhou District,No,Private,Angle Women's &Chlidren's Hospital,OB/GYN,"3 Gaopan Road, Wuhou District, Chengdu",9:00 am - 5:00 pm,Closed,"08-819
006-819-
08-8119999  ER","","",,成都市武侯区高攀路3号,30.608089,104.080446
Chengdu,Wuhou District,No,Private,Global Doctor Chengdu Clinic,"General Medicine, Family Medicine, Emergency Medical Treatment","9-11, 2F, Section S, Lippo Tower, 62 North Kehua Road, Wuhou District, Chengdu",9:00 am - 6:00 pm 24 hours emergency service,Saturday: 9:00 am - 12:00 pm Sunday is closed. 24 hours emergency service,"08-8583660
08-8583638
139856966  ER","Eng
Jp","",,成都市武侯区科华北路62号力宝大厦S区2楼9-11号,30.622999,104.076347
Chengdu,Qingyang District,No,Private,Chengdu New Century Women's &Chlidren's Hospital,"Pediatrics Internal Medicine, Pediatrics Surgery, E.N.T., OB/GYN, Rehabilitation","77 Baojia Lane, Qingyang District, Chengdu",Full Day 24H ,Full Day 24H ,08-65311888,Eng,"",,成都市青羊区包家巷77号,30.657459,104.053343
Chengdu,Dayi County,No,Public,Chengdu Dayi County People’s Hospital,"Glycuresis, Rheumatology","323 North Street, Jinyuan Town, Dayi County, Chengdu","8:00 am - 12:00 pm, 2:00 pm - 5:00 pm",Closed,08-881837 ,"","",http://www.dyxrmyy.com/,成都市大邑县晋原镇北街323号,30.592753,103.519003
Chengdu,Wuhou District,No,Dental,Yafei Dental - Dashijie Clinic,Dental,"301 Building 5, Guannan Shangyu, 1 Xinguang Road, Wuhou District, Chengdu",9:00 am - 7:00 pm,9:00 am - 7:00 pm,006-50-330,Eng,Yes,,成都市武侯区新光路1号观南上域5号楼301,30.617101,104.057965
Chengdu,Wuhou District,No,Dental,Yafei Dental - Shuangnan Clinic,Dental,"4F Zhixin Plaza, 9 Shuangnan Road, Wuhou District, Chengdu",9:00 am - 7:00 pm,9:00 am - 7:00 pm,006-50-330,Eng,Yes,,成都市武侯区双楠路9号置信广场4楼,30.645045,104.028718
Chengdu,Qingyang District,No,Dental,Yafei Dental - Guojielou Clinic,Dental," 32 Guojielou Street, Qingyang District, Chengdu",9:00 am - 7:00 pm,9:00 am - 7:00 pm,006-50-330,Eng,Yes,,成都市青羊区过街楼街32号,30.669404,104.05983
Chengdu,Qingyang District,No,Dental,Yafei Dental - Junyue Clinic,Dental,"3F Zhongda Junyue Plaza, 51 West Qingjiang Road, Qingyang District, Chengdu",9:00 am - 7:00 pm,9:00 am - 7:00 pm,006-50-330,Eng,Yes,,成都市青羊区清江西路51号中大君悦广场3楼,30.675585,103.999217
Chengdu,Qingyang District,No,Dental,Yafei Dental - Luomashi Clinic,Dental,"Annex of Roman International Building, 18 Qinglong Street, Qingyang District, Chengdu",9:00 am - 7:00 pm,9:00 am - 7:00 pm,006-50-330,Eng,Yes,,成都市青羊区青龙街18号罗马国际大厦裙楼2、3楼2F/3F,30.667616,104.0661
Chengdu,Jinjiang District,No,Dental,Chengdu Jinjiang Ibyer Dental Clinic,Dental,"485 Hongjixin Road, Jinjiang District, Chengdu",9:00 am - 6:00 pm,9:00 am - 6:00 pm,08-8695888,Eng,Yes,,成都市锦江区宏济新路485号,30.642269,104.094923
Chengdu,Jinjiang District,No,Dental,Yafei Dental - Jinglan Clinic,Dental,"147&151 Hongshun Street, Jinjiang District, Chengdu",9:00 am - 7:00 pm,9:00 am - 7:00 pm,006-50-330,Eng,Yes,,成都市锦江区宏顺街147、151号,30.641663,104.095712
Dalian,Shahekou District,No,Wellness Checkup,Meinian Health Xinghai Second Clinic,Physical Checkup,"Block B, 592-3 Zhongshan Road, Shahekou District, Dalian","7:30 am - 11:00 am, 1:00 pm - 4:00 pm",Saturday: 7:00 am - 11:30 am Sunday is closed.,"01-13913 ext. 8308
1500058316 ",Eng,Yes,,大连市沙河口区中山路592-3号B座,38.882923,121.582293
Dalian,Ganjingzi District,No,Wellness Checkup,Meinian Health Diwujun Clinic,Physical Checkup,"150 Hongxia Road, Ganjingzi District, Dalian","7:30 am - 11:00 am, 1:00 pm - 4:00 pm",Saturday: 7:00 am - 11:30 am Sunday is closed.,"01-13913 ext. 8308
1500058316 ",Eng,Yes,,大连市甘井子区虹霞路150号,38.953485,121.529303
Dalian,Zhongshan District,No,Private,Vitup Nanshan Road Clinic & Dalian Vitup Checkup Center,"Internal Medicine, Health Checkup","108-1 Nanshan Road, Zhongshan District, Dalian",8:00 am - 4:30 pm,Saturday: 8:00 am - 12:00 pm Sunday is closed.,"011-8659130
011-8653668-8061
011-8805577",Eng,"",,大连中山区南山路108-1号,38.914746,121.647272
Dalian,Zhongshan District,No,Private,Dalian Vitup Renmin Road Clinic,"Internal Medicine, Health Checkup","66 Renmin Road, Zhongshan District, Dalian (apartment of Shangri-la Hotel)",8:00 am - 4:30 pm,Saturday: 8:00 am - 17:00 pm Sunday：9:00 am - 17:00 pm,"011-861509
011-855009","","",,大连市中山区人民路66号（香格里拉酒店公寓内）,38.925283,121.65368
Dalian,Zhongshan District,No,Private,E-care International Clinic,"TCM, Physiotherapy, Dental, Pediatrics ( TCM, Internal Medicine, Dental), Dermatology","1F, Block A, Fortune Plaza, 20 Harbour Street, Zhongshan District, Dalian",8:30 am - 5:30 pm,8:30 am - 5:30 pm,00-699-1019,Eng,Yes,,大连市中山区港湾街20号名仕财富A座1F,38.922491,121.66245
Dalian,Xigang District,No,Private,Dalian Clover Clinic,Integrated TCM & Western Medicine,"1F, Angang Building, 33 Fengguang Street, Xigang District, Dalian",9:00 am - 9:00 pm,9:00 am - 9:00 pm,011-8773667,"Eng
Jp
Kr","",,大连市西岗区锦华街42号锦华银座1楼,38.914034,121.627321
Dalian,Developing Economic District,No,Private,Dalian Development Clover Clinic,Integrated TCM & Western Medicine,"1F Beioujiari Community, 14-3 West Liaohe Road, Development Zone, Dalian", 9:00 am - 6:00 pm, 9:00 am - 6:00 pm,011-6677100,"Eng
Jp
/ Korean","",,大连市经济技术开发区辽河西路14-3北欧假日1楼,39.038588,121.772748
Dalian,Jinzhou District,No,Public,"First Affiliated Hospital of Dalian Medical University, VIP Clinic (Branch 3)","Cardiovascular Diseases, Gastroenterology, Neurology, Neurosurgery, Orthopaedics","3F, Area C, 5 Longbin Road, Jinzhou District, Dalian","8:30 am - 11:30 pm, 1:00 pm - 4:00 pm",Closed,"011-8760661
011-83635963-7155","","",http://www.dmu-1.com/,大连市金州区龙滨路5号C区3层,39.056472,121.773255
Dalian,Xigang District,No,Dental,Smile Dental Clinic,Dental," 141-1 Xinhua Street, Xigang District, Dalian",8:30 am - 5:30 pm,8:30 am - 5:30 pm,"011-8339899
011-83577","Eng
(、
except Wednesday and Saturday)","",,大连市西岗区新华街141-1号,38.904313,121.605292
Dongguan,Nancheng District,No,Wellness Checkup,Meinian Health Dongguan Clinic,Physical Checkup,"4F, Huicheng Mansion, 102 Hongfu Road, Nancheng District, Dongguan","Tuesday - Sunday: 8:00 am - 12:00 pm, 2:00 pm - 4:00 pm Monday is closed."," 8:00 am - 12:00 pm, 2:00 pm - 4:00 pm","01-13913 ext. 8308
1500058316 ",Eng,Yes,,东莞市南城区鸿福路102号汇成大厦4层,23.013199,113.75435
Dongguan,Dongcheng District,No,Private,Global Doctor-Dongguan Clinic,Family Medicine,"1F, 30 IEO International Block, Dynatown, Dongcheng District, Dongguan",9:00 am - 6:00 pm 24hours emergency service,Saturday: 9:00 am - 6:00 pm Sunday is closed. 24hours emergency service,"English: 0769-030011
Japanese: 0769-03881
Korean: 15817055",Eng,"",,东莞市东城区星河传说IEO国际街区30号1楼,23.022069,113.785586
Dongguan,Chang'an Town,No,Dental,Angel Dental - Changan,Dental,"1012-1017 Diwu Plaza, 303 South Changqing Road, Chang'an Town, Dongguan",8:30 am - 9:30 pm,8:30 am - 9:30 pm,0769-81159838,"",Yes,,东莞市长安镇长青南路303号地五广场一区1012-1017号,22.811955,113.800556
Dongguan,Nancheng District,No,Dental,Dongguan South City Ibyer Dental Clinic,Dental,"5F Teng Long Mansion, 82 West Hongfu Road, Nancheng District, Dongguan",9:00 am - 6:00 pm,9:00 am - 6:00 pm,0769-809696,"",Yes,,东莞市南城区鸿福西路82号腾龙大厦5楼,23.015926,113.741473
Dongguan,Dongcheng District,No,Dental,Angel Dental - Dongcheng,Dental,"A77 Fengqing Pedestrian Street, Dongcheng District, Dongguan",Monday: 8:30 am - 7:00 pm Tuesday -Friday: 8:30 am - 9:30 pm, 8:30 am - 9:30 pm,"0769-301060
000--38","",Yes,,东莞市东城区风情步行街A77号,23.033193,113.768942
Dongying,Dongying District,No,Wellness Checkup,Meinian Health Dongying Clinic,Physical Checkup,"1F-2F Fuhaijiaoyun Mansion, 355 Huanghe Road, Dongying District, Dongying (long-distance bus station)","8:00 am - 12:00 pm, 1:00 pm - 5:00 pm","Saturday: 8:00 am - 12:00 pm, Sunday is closed.","01-13913 ext. 8308
1500058316 ",Eng,Yes,,东营市东营区黄河路355号富海交运大厦1-2楼（长途汽车总站）,37.448749,118.55652
Guangzhou,Tianhe District,No,Wellness Checkup,Meinian Health East Tianhe Road Clinic,Physical Checkup,"1-2F Fuhai Business Center, 153 East Tianhe Road, Tianhe District, Guangzhou",Wednesday - Monday: 8:00 am - 5:30 pm Tuesday is closed.,8:00 am - 5:30 pm,"01-13913 ext. 8308
1500058316 ",Eng,Yes,,广州市天河区天河东路153号富海商业中心1-2层,23.13662,113.332995
Guangzhou,Tianhe District,No,Wellness Checkup,Meinian Health Zhujiang New City Clinic,Physical Checkup,"3F, Building No.2, Gaodehui, 86 Huacheng Avenue, Tianhe District, Guangzhou",8:00 am - 12:00 pm Monday is closed.,8:00 am - 12:00 pm,"01-13913 ext. 8308
1500058316 ",Eng,Yes,,广州市天河区花城大道86号高德汇2座3楼,23.118082,113.331696
Guangzhou,Yuexiu District,No,Private,Guangzhou Can Am International Medical Center,"General Medicine, OB/GYN","5F Garden Tower, Garden Hotel, 368 East Huanshi Road, Yuexiu District, Guangzhou",24hours open,24hours open,00-83866988,Eng,"",,广州市越秀区环市东路368号花园酒店花园大厦5层,23.135354,113.286199
Guangzhou,Yuexiu District,No,Private,Outpatient Clinic,"Cardiology, General Medicine, Neurology, Orthopaedics","9 Jiangyue Road, Wuyang New City, Yuexiu District, Guangzhou",9:00 am - 6:00 pm,9:00 am - 6:00 pm,00-87379670,"","",,广州市越秀区五羊新城江月路9号,23.113523,113.310565
Guangzhou,Yuexiu District,Yes,Private,Guangzhou United Family Clinic,"Family Medicine, Pediatric","1F Annex Building, PICC Building, 301 Middle Guangzhou Avenue, Yuexiu District, Guangzhou",8:30 am - 9:00 pm,8:30 am - 9:00 pm,"00-87106000
00-87106060  ER",Eng,"",,广州市越秀区广州大道中301号人保大厦附楼首层,23.125953,113.314398
